Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      30/50          __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >, __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > > >(__gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >, __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >, __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >) [86]
[23]     0.0    0.00    0.00      50         __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       5/48          std::vector<Wire*, std::allocator<Wire*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >, Wire* const&) [156]
                0.00    0.00      43/48          std::vector<Wire*, std::allocator<Wire*> >::operator[](unsigned int) [27]
[24]     0.0    0.00    0.00      48         std::vector<Wire*, std::allocator<Wire*> >::begin() [24]
                0.00    0.00      48/126         __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >::__normal_iterator(Wire** const&) [9]
-----------------------------------------------
                0.00    0.00      43/43          std::vector<Wire*, std::allocator<Wire*> >::operator[](unsigned int) [27]
[25]     0.0    0.00    0.00      43         __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >::operator*() const [25]
-----------------------------------------------
                0.00    0.00      43/43          std::vector<Wire*, std::allocator<Wire*> >::operator[](unsigned int) [27]
[26]     0.0    0.00    0.00      43         __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >::operator+(int const&) const [26]
                0.00    0.00      43/126         __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >::__normal_iterator(Wire** const&) [9]
-----------------------------------------------
                0.00    0.00      14/43          Board::Parse() [236]
                0.00    0.00      29/43          Board::Print() [237]
[27]     0.0    0.00    0.00      43         std::vector<Wire*, std::allocator<Wire*> >::operator[](unsigned int) [27]
                0.00    0.00      43/48          std::vector<Wire*, std::allocator<Wire*> >::begin() [24]
                0.00    0.00      43/43          __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >::operator+(int const&) const [26]
                0.00    0.00      43/43          __gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >::operator*() const [25]
-----------------------------------------------
                0.00    0.00      16/40          std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
                0.00    0.00      24/40          __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > > >(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >) [102]
[28]     0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >::base() const [28]
-----------------------------------------------
                0.00    0.00       4/39          Board::Print() [237]
                0.00    0.00       6/39          AND::gateOutput(Wire*) <cycle 1> [164]
                0.00    0.00      13/39          OR::gateOutput(Wire*) <cycle 1> [99]
                0.00    0.00      16/39          NOT::gateOutput(Wire*) <cycle 1> [59]
[29]     0.0    0.00    0.00      39         Wire::get_charge() [29]
-----------------------------------------------
                0.00    0.00       4/36          AND::gateOutput(Wire*) <cycle 1> [164]
                0.00    0.00       8/36          OR::gateOutput(Wire*) <cycle 1> [99]
                0.00    0.00       8/36          Board::Print() [237]
                0.00    0.00      16/36          NOT::gateOutput(Wire*) <cycle 1> [59]
[30]     0.0    0.00    0.00      36         Wire::set_charge(bool) [30]
-----------------------------------------------
                0.00    0.00       4/30          std::allocator<int>::~allocator() [179]
                0.00    0.00      26/30          std::allocator<int>::~allocator() [44]
[31]     0.0    0.00    0.00      30         __gnu_cxx::new_allocator<int>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned int) [37]
[32]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator*() const [32]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned int) [37]
[33]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator+(int const&) const [33]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::__normal_iterator(std::vector<double, std::allocator<double> >* const&) [15]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::operator[](unsigned int) [39]
[34]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [34]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::operator[](unsigned int) [39]
[35]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(int const&) const [35]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [16]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned int) [37]
[36]     0.0    0.00    0.00      30         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::begin() [36]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::__normal_iterator(std::vector<double, std::allocator<double> >* const&) [15]
-----------------------------------------------
                0.00    0.00      30/30          Board::Print() [237]
[37]     0.0    0.00    0.00      30         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned int) [37]
                0.00    0.00      30/30          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::begin() [36]
                0.00    0.00      30/30          __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator+(int const&) const [33]
                0.00    0.00      30/30          __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator*() const [32]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::operator[](unsigned int) [39]
[38]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::begin() [38]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [16]
-----------------------------------------------
                0.00    0.00      30/30          Board::Print() [237]
[39]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::operator[](unsigned int) [39]
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::begin() [38]
                0.00    0.00      30/30          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(int const&) const [35]
                0.00    0.00      30/30          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [34]
-----------------------------------------------
                0.00    0.00       4/28          NOT::gateOutput(Wire*) <cycle 1> [59]
                0.00    0.00       4/28          Board::Print() [237]
                0.00    0.00       8/28          AND::gateOutput(Wire*) <cycle 1> [164]
                0.00    0.00      12/28          OR::gateOutput(Wire*) <cycle 1> [99]
[40]     0.0    0.00    0.00      28         Wire::get_sourceGatepointer() [40]
-----------------------------------------------
                0.00    0.00      14/28          std::vector<int, std::allocator<int> >::begin() const [68]
                0.00    0.00      14/28          std::vector<int, std::allocator<int> >::end() const [66]
[41]     0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [41]
-----------------------------------------------
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [65]
[42]     0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [42]
-----------------------------------------------
                0.00    0.00       4/26          std::allocator<int>::allocator(std::allocator<int> const&) [178]
                0.00    0.00      22/26          std::allocator<int>::allocator(std::allocator<int> const&) [50]
[43]     0.0    0.00    0.00      26         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [43]
-----------------------------------------------
                0.00    0.00       4/26          Board::Print() [237]
                0.00    0.00       4/26          std::vector<int, std::allocator<int> >::~vector() [190]
                0.00    0.00      18/26          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
[44]     0.0    0.00    0.00      26         std::allocator<int>::~allocator() [44]
                0.00    0.00      26/30          __gnu_cxx::new_allocator<int>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<Wire*, std::allocator<Wire*> >::size() const [47]
[45]     0.0    0.00    0.00      25         __gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > >::difference_type __gnu_cxx::operator-<Wire* const*, Wire* const*, std::vector<Wire*, std::allocator<Wire*> > >(__gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > > const&, __gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > > const&) [45]
                0.00    0.00      50/50          __gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > >::base() const [22]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<Wire*, std::allocator<Wire*> >::size() const [47]
[46]     0.0    0.00    0.00      25         std::vector<Wire*, std::allocator<Wire*> >::end() const [46]
                0.00    0.00      25/50          __gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > >::__normal_iterator(Wire* const* const&) [21]
-----------------------------------------------
                0.00    0.00       5/25          std::vector<Wire*, std::allocator<Wire*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >, Wire* const&) [156]
                0.00    0.00      20/25          Board::Print() [237]
[47]     0.0    0.00    0.00      25         std::vector<Wire*, std::allocator<Wire*> >::size() const [47]
                0.00    0.00      25/25          std::vector<Wire*, std::allocator<Wire*> >::begin() const [48]
                0.00    0.00      25/25          std::vector<Wire*, std::allocator<Wire*> >::end() const [46]
                0.00    0.00      25/25          __gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > >::difference_type __gnu_cxx::operator-<Wire* const*, Wire* const*, std::vector<Wire*, std::allocator<Wire*> > >(__gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > > const&, __gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > > const&) [45]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<Wire*, std::allocator<Wire*> >::size() const [47]
[48]     0.0    0.00    0.00      25         std::vector<Wire*, std::allocator<Wire*> >::begin() const [48]
                0.00    0.00      25/50          __gnu_cxx::__normal_iterator<Wire* const*, std::vector<Wire*, std::allocator<Wire*> > >::__normal_iterator(Wire* const* const&) [21]
-----------------------------------------------
                0.00    0.00       4/25          void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [191]
                0.00    0.00       6/25          __gnu_cxx::new_allocator<Gate*>::construct(Gate**, Gate* const&) [116]
                0.00    0.00       6/25          __gnu_cxx::new_allocator<int>::construct(int*, int const&) [119]
                0.00    0.00       9/25          __gnu_cxx::new_allocator<Wire*>::construct(Wire**, Wire* const&) [97]
[49]     0.0    0.00    0.00      25         operator new(unsigned int, void*) [49]
-----------------------------------------------
                0.00    0.00       4/22          std::vector<int, std::allocator<int> >::~vector() [190]
                0.00    0.00      18/22          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
[50]     0.0    0.00    0.00      22         std::allocator<int>::allocator(std::allocator<int> const&) [50]
                0.00    0.00      22/26          __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [43]
-----------------------------------------------
                0.00    0.00       4/22          std::vector<int, std::allocator<int> >::~vector() [190]
                0.00    0.00      18/22          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
[51]     0.0    0.00    0.00      22         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [51]
-----------------------------------------------
                0.00    0.00       2/21          std::allocator<Wire*>::~allocator() [217]
                0.00    0.00      19/21          std::allocator<Wire*>::~allocator() [56]
[52]     0.0    0.00    0.00      21         __gnu_cxx::new_allocator<Wire*>::~new_allocator() [52]
-----------------------------------------------
                0.00    0.00       5/20          std::allocator<double>::~allocator() [147]
                0.00    0.00      15/20          std::allocator<double>::~allocator() [63]
[53]     0.0    0.00    0.00      20         __gnu_cxx::new_allocator<double>::~new_allocator() [53]
-----------------------------------------------
                0.00    0.00       2/19          std::allocator<Wire*>::allocator(std::allocator<Wire*> const&) [216]
                0.00    0.00      17/19          std::allocator<Wire*>::allocator(std::allocator<Wire*> const&) [57]
[54]     0.0    0.00    0.00      19         __gnu_cxx::new_allocator<Wire*>::new_allocator(__gnu_cxx::new_allocator<Wire*> const&) [54]
-----------------------------------------------
                0.00    0.00       5/19          std::allocator<double>::allocator(std::allocator<double> const&) [146]
                0.00    0.00      14/19          std::allocator<double>::allocator(std::allocator<double> const&) [70]
[55]     0.0    0.00    0.00      19         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [55]
-----------------------------------------------
                0.00    0.00       2/19          std::vector<Wire*, std::allocator<Wire*> >::~vector() [226]
                0.00    0.00       2/19          Board::Board() [238]
                0.00    0.00      15/19          std::vector<Wire*, std::allocator<Wire*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >, Wire* const&) [156]
[56]     0.0    0.00    0.00      19         std::allocator<Wire*>::~allocator() [56]
                0.00    0.00      19/21          __gnu_cxx::new_allocator<Wire*>::~new_allocator() [52]
-----------------------------------------------
                0.00    0.00       2/17          std::vector<Wire*, std::allocator<Wire*> >::~vector() [226]
                0.00    0.00      15/17          std::vector<Wire*, std::allocator<Wire*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >, Wire* const&) [156]
[57]     0.0    0.00    0.00      17         std::allocator<Wire*>::allocator(std::allocator<Wire*> const&) [57]
                0.00    0.00      17/19          __gnu_cxx::new_allocator<Wire*>::new_allocator(__gnu_cxx::new_allocator<Wire*> const&) [54]
-----------------------------------------------
                0.00    0.00       2/17          std::vector<Wire*, std::allocator<Wire*> >::~vector() [226]
                0.00    0.00      15/17          std::vector<Wire*, std::allocator<Wire*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Wire**, std::vector<Wire*, std::allocator<Wire*> > >, Wire* const&) [156]
[58]     0.0    0.00    0.00      17         std::_Vector_base<Wire*, std::allocator<Wire*> >::_M_get_Tp_allocator() [58]
-----------------------------------------------
                                   8             AND::gateOutput(Wire*) <cycle 1> [164]
                                   8             OR::gateOutput(Wire*) <cycle 1> [99]
[59]     0.0    0.00    0.00      16         NOT::gateOutput(Wire*) <cycle 1> [59]
                0.00    0.00      16/50          Wire::get_type() [20]
                0.00    0.00      16/105         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [10]
                0.00    0.00      16/39          Wire::get_charge() [29]
                0.00    0.00      16/36          Wire::set_charge(bool) [30]
                0.00    0.00       4/28          Wire::get_sourceGatepointer() [40]
                                   4             OR::gateOutput(Wire*) <cycle 1> [99]
-----------------------------------------------
                0.00    0.00       8/16          std::vector<double, std::allocator<double> >::end() const [100]
                0.00    0.00       8/16          std::vector<double, std::allocator<double> >::begin() const [101]
[60]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [60]
-----------------------------------------------
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [171]
                0.00    0.00       8/16          double* std::__copy_normal<true, false>::copy_n<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [185]
[61]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [61]
-----------------------------------------------
                0.00    0.00       1/15          std::allocator<Gate*>::~allocator() [253]
                0.00    0.00      14/15          std::allocator<Gate*>::~allocator() [69]
[62]     0.0    0.00    0.00      15         __gnu_cxx::new_allocator<Gate*>::~new_allocator() [62]
-----------------------------------------------
                0.00    0.00       1/15          Board::Print() [237]
                0.00    0.00       1/15          std::vector<double, std::allocator<double> >::vector(unsigned int, double const&, std::allocator<double> const&) [284]
                0.00    0.00       5/15          std::vector<double, std::allocator<double> >::~vector() [157]
                0.00    0.00       8/15          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [188]
[63]     0.0    0.00    0.00      15         std::allocator<double>::~allocator() [63]
                0.00    0.00      15/20          __gnu_cxx::new_allocator<double>::~new_allocator() [53]
-----------------------------------------------
                0.00    0.00       1/14          std::allocator<Gate*>::allocator(std::allocator<Gate*> const&) [252]
                0.00    0.00      13/14          std::allocator<Gate*>::allocator(std::allocator<Gate*> const&) [71]
[64]     0.0    0.00    0.00      14         __gnu_cxx::new_allocator<Gate*>::new_allocator(__gnu_cxx::new_allocator<Gate*> const&) [64]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::size() const [67]
[65]     0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [65]
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [42]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::size() const [67]
[66]     0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::end() const [66]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [41]
-----------------------------------------------
                0.00    0.00       6/14          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
                0.00    0.00       8/14          Board::Print() [237]
[67]     0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::size() const [67]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::begin() const [68]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::end() const [66]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [65]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::size() const [67]
[68]     0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::begin() const [68]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [41]
-----------------------------------------------
                0.00    0.00       1/14          std::vector<Gate*, std::allocator<Gate*> >::~vector() [279]
                0.00    0.00       1/14          Board::Board() [238]
                0.00    0.00      12/14          std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
[69]     0.0    0.00    0.00      14         std::allocator<Gate*>::~allocator() [69]
                0.00    0.00      14/15          __gnu_cxx::new_allocator<Gate*>::~new_allocator() [62]
-----------------------------------------------
                0.00    0.00       1/14          std::vector<double, std::allocator<double> >::vector(unsigned int, double const&, std::allocator<double> const&) [284]
                0.00    0.00       4/14          std::_Vector_base<double, std::allocator<double> >::get_allocator() const [173]
                0.00    0.00       4/14          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [188]
                0.00    0.00       5/14          std::vector<double, std::allocator<double> >::~vector() [157]
[70]     0.0    0.00    0.00      14         std::allocator<double>::allocator(std::allocator<double> const&) [70]
                0.00    0.00      14/19          __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [55]
-----------------------------------------------
                0.00    0.00       1/13          std::vector<Gate*, std::allocator<Gate*> >::~vector() [279]
                0.00    0.00      12/13          std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
[71]     0.0    0.00    0.00      13         std::allocator<Gate*>::allocator(std::allocator<Gate*> const&) [71]
                0.00    0.00      13/14          __gnu_cxx::new_allocator<Gate*>::new_allocator(__gnu_cxx::new_allocator<Gate*> const&) [64]
-----------------------------------------------
                0.00    0.00       1/13          std::vector<Gate*, std::allocator<Gate*> >::~vector() [279]
                0.00    0.00      12/13          std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
[72]     0.0    0.00    0.00      13         std::_Vector_base<Gate*, std::allocator<Gate*> >::_M_get_Tp_allocator() [72]
-----------------------------------------------
                0.00    0.00      12/12          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [81]
[73]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [73]
                0.00    0.00      36/60          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [18]
                0.00    0.00      12/12          int* std::__copy_aux<int*, int*>(int*, int*, int*) [77]
                0.00    0.00      12/60          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [17]
-----------------------------------------------
                0.00    0.00      12/12          int* std::__copy_aux<int*, int*>(int*, int*, int*) [77]
[74]     0.0    0.00    0.00      12         int* std::__copy<true, std::random_access_iterator_tag>::copy<int>(int const*, int const*, int*) [74]
-----------------------------------------------
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >::push_back(int const&) [128]
[75]     0.0    0.00    0.00      12         std::vector<int, std::allocator<int> >::end() [75]
                0.00    0.00      12/60          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [17]
-----------------------------------------------
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >::operator[](unsigned int) [129]
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [127]
[76]     0.0    0.00    0.00      12         std::vector<int, std::allocator<int> >::begin() [76]
                0.00    0.00      12/60          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [17]
-----------------------------------------------
                0.00    0.00      12/12          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [73]
[77]     0.0    0.00    0.00      12         int* std::__copy_aux<int*, int*>(int*, int*, int*) [77]
                0.00    0.00      12/12          int* std::__copy<true, std::random_access_iterator_tag>::copy<int>(int const*, int const*, int*) [74]
-----------------------------------------------
