Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<double*, double>(double*, double*, std::allocator<double>) [163]
[162]    0.0    0.00    0.00       5         void std::_Destroy<double*>(double*, double*) [162]
                0.00    0.00       5/5           void std::__destroy_aux<double*>(double*, double*, __true_type) [159]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<double, std::allocator<double> >::~vector() [157]
[163]    0.0    0.00    0.00       5         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>) [163]
                0.00    0.00       5/5           void std::_Destroy<double*>(double*, double*) [162]
-----------------------------------------------
                                   4             OR::gateOutput(Wire*) <cycle 1> [99]
[164]    0.0    0.00    0.00       4         AND::gateOutput(Wire*) <cycle 1> [164]
                0.00    0.00       8/50          Wire::get_type() [20]
                0.00    0.00       8/105         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [10]
                0.00    0.00       8/28          Wire::get_sourceGatepointer() [40]
                0.00    0.00       6/39          Wire::get_charge() [29]
                0.00    0.00       4/36          Wire::set_charge(bool) [30]
                                   8             NOT::gateOutput(Wire*) <cycle 1> [59]
-----------------------------------------------
                                   2             Board::Binary(int, std::vector<int, std::allocator<int> >&) [165]
                0.00    0.00       4/4           Board::Print() [237]
[165]    0.0    0.00    0.00       4+2       Board::Binary(int, std::vector<int, std::allocator<int> >&) [165]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::push_back(int const&) [128]
                                   2             Board::Binary(int, std::vector<int, std::allocator<int> >&) [165]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<Gate*, std::allocator<Gate*> >::_M_deallocate(Gate**, unsigned int) [148]
[166]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<Gate*>::deallocate(Gate**, unsigned int) [166]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<Gate*, std::allocator<Gate*> >::_M_allocate(unsigned int) [180]
[167]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<Gate*>::allocate(unsigned int, void const*) [167]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<Gate*>::max_size() const [172]
-----------------------------------------------
                0.00    0.00       1/4           std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [260]
                0.00    0.00       3/4           std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [208]
[168]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::~new_allocator() [168]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<int>::allocator() [177]
[169]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::new_allocator() [169]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
[170]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >::operator++() [170]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::size() const [176]
[171]    0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [171]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [61]
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::new_allocator<Gate*>::allocate(unsigned int, void const*) [167]
[172]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<Gate*>::max_size() const [172]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [188]
[173]    0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::get_allocator() const [173]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [174]
                0.00    0.00       4/14          std::allocator<double>::allocator(std::allocator<double> const&) [70]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::get_allocator() const [173]
[174]    0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [174]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
[175]    0.0    0.00    0.00       4         std::vector<Gate*, std::allocator<Gate*> >::max_size() const [175]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [188]
[176]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::size() const [176]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::begin() const [101]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::end() const [100]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [171]
-----------------------------------------------
                0.00    0.00       4/4           Board::Print() [237]
[177]    0.0    0.00    0.00       4         std::allocator<int>::allocator() [177]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<int>::new_allocator() [169]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [181]
[178]    0.0    0.00    0.00       4         std::allocator<int>::allocator(std::allocator<int> const&) [178]
                0.00    0.00       4/26          __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [43]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [182]
[179]    0.0    0.00    0.00       4         std::allocator<int>::~allocator() [179]
                0.00    0.00       4/30          __gnu_cxx::new_allocator<int>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
[180]    0.0    0.00    0.00       4         std::_Vector_base<Gate*, std::allocator<Gate*> >::_M_allocate(unsigned int) [180]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<Gate*>::allocate(unsigned int, void const*) [167]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [183]
[181]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [181]
                0.00    0.00       4/4           std::allocator<int>::allocator(std::allocator<int> const&) [178]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [184]
[182]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [182]
                0.00    0.00       4/4           std::allocator<int>::~allocator() [179]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [189]
[183]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [183]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [181]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [190]
[184]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [184]
                0.00    0.00       4/10          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [85]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [182]
-----------------------------------------------
                0.00    0.00       4/4           double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [198]
[185]    0.0    0.00    0.00       4         double* std::__copy_normal<true, false>::copy_n<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [185]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [61]
                0.00    0.00       4/4           double* std::__copy_aux<double const*, double*>(double const*, double const*, double*) [192]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__copy_aux<double const*, double*>(double const*, double const*, double*) [192]
[186]    0.0    0.00    0.00       4         double* std::__copy<true, std::random_access_iterator_tag>::copy<double>(double const*, double const*, double*) [186]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<Gate*, std::allocator<Gate*> >::push_back(Gate* const&) [126]
[187]    0.0    0.00    0.00       4         std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
                0.00    0.00      16/40          __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >::base() const [28]
                0.00    0.00      12/220         __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >::__normal_iterator(Gate** const&) [8]
                0.00    0.00      12/13          std::_Vector_base<Gate*, std::allocator<Gate*> >::_M_get_Tp_allocator() [72]
                0.00    0.00      12/13          std::allocator<Gate*>::allocator(std::allocator<Gate*> const&) [71]
                0.00    0.00      12/14          std::allocator<Gate*>::~allocator() [69]
                0.00    0.00       8/8           __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > > std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate*>(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, std::allocator<Gate*>) [107]
                0.00    0.00       4/5           std::vector<Gate*, std::allocator<Gate*> >::size() const [143]
                0.00    0.00       4/4           std::vector<Gate*, std::allocator<Gate*> >::max_size() const [175]
                0.00    0.00       4/4           std::_Vector_base<Gate*, std::allocator<Gate*> >::_M_allocate(unsigned int) [180]
                0.00    0.00       4/6           __gnu_cxx::new_allocator<Gate*>::construct(Gate**, Gate* const&) [116]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >::operator++() [170]
                0.00    0.00       4/8           std::vector<Gate*, std::allocator<Gate*> >::end() [104]
                0.00    0.00       4/98          std::vector<Gate*, std::allocator<Gate*> >::begin() [11]
                0.00    0.00       4/4           void std::_Destroy<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate*>(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, std::allocator<Gate*>) [200]
                0.00    0.00       4/5           std::_Vector_base<Gate*, std::allocator<Gate*> >::_M_deallocate(Gate**, unsigned int) [148]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [191]
[188]    0.0    0.00    0.00       4         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [188]
                0.00    0.00       8/15          std::allocator<double>::~allocator() [63]
                0.00    0.00       4/4           std::_Vector_base<double, std::allocator<double> >::get_allocator() const [173]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::size() const [176]
                0.00    0.00       4/5           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned int, std::allocator<double> const&) [154]
                0.00    0.00       4/10          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [84]
                0.00    0.00       4/14          std::allocator<double>::allocator(std::allocator<double> const&) [70]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::end() const [100]
                0.00    0.00       4/8           std::vector<double, std::allocator<double> >::begin() const [101]
                0.00    0.00       4/4           double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>) [196]
-----------------------------------------------
                0.00    0.00       4/4           Board::Print() [237]
[189]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [189]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [183]
-----------------------------------------------
                0.00    0.00       4/4           Board::Print() [237]
[190]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::~vector() [190]
                0.00    0.00       4/22          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [51]
                0.00    0.00       4/22          std::allocator<int>::allocator(std::allocator<int> const&) [50]
                0.00    0.00       4/4           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>) [202]
                0.00    0.00       4/26          std::allocator<int>::~allocator() [44]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [184]
-----------------------------------------------
                0.00    0.00       4/4           void std::__uninitialized_fill_n_aux<std::vector<double, std::allocator<double> >*, unsigned int, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned int, std::vector<double, std::allocator<double> > const&, __false_type) [293]
[191]    0.0    0.00    0.00       4         void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&) [191]
                0.00    0.00       4/25          operator new(unsigned int, void*) [49]
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [188]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__copy_normal<true, false>::copy_n<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [185]
[192]    0.0    0.00    0.00       4         double* std::__copy_aux<double const*, double*>(double const*, double const*, double*) [192]
                0.00    0.00       4/4           double* std::__copy<true, std::random_access_iterator_tag>::copy<double>(double const*, double const*, double*) [186]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > > >(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >) [199]
[193]    0.0    0.00    0.00       4         void std::__destroy_aux<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > > >(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __true_type) [193]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<int*>(int*, int*) [201]
[194]    0.0    0.00    0.00       4         void std::__destroy_aux<int*>(int*, int*, __true_type) [194]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>) [196]
[195]    0.0    0.00    0.00       4         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [195]
                0.00    0.00       4/4           double* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, __true_type) [197]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [188]
[196]    0.0    0.00    0.00       4         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>) [196]
                0.00    0.00       4/4           double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [195]
-----------------------------------------------
                0.00    0.00       4/4           double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [195]
[197]    0.0    0.00    0.00       4         double* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, __true_type) [197]
                0.00    0.00       4/4           double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [198]
-----------------------------------------------
                0.00    0.00       4/4           double* std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, __true_type) [197]
[198]    0.0    0.00    0.00       4         double* std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [198]
                0.00    0.00       4/4           double* std::__copy_normal<true, false>::copy_n<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [185]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate*>(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, std::allocator<Gate*>) [200]
[199]    0.0    0.00    0.00       4         void std::_Destroy<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > > >(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >) [199]
                0.00    0.00       4/4           void std::__destroy_aux<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > > >(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __true_type) [193]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<Gate*, std::allocator<Gate*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate* const&) [187]
[200]    0.0    0.00    0.00       4         void std::_Destroy<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, Gate*>(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, std::allocator<Gate*>) [200]
                0.00    0.00       4/4           void std::_Destroy<__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > > >(__gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >, __gnu_cxx::__normal_iterator<Gate**, std::vector<Gate*, std::allocator<Gate*> > >) [199]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>) [202]
[201]    0.0    0.00    0.00       4         void std::_Destroy<int*>(int*, int*) [201]
                0.00    0.00       4/4           void std::__destroy_aux<int*>(int*, int*, __true_type) [194]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [190]
[202]    0.0    0.00    0.00       4         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>) [202]
                0.00    0.00       4/4           void std::_Destroy<int*>(int*, int*) [201]
-----------------------------------------------
                0.00    0.00       4/4           void std::__destroy_aux<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, __false_type) [288]
[203]    0.0    0.00    0.00       4         void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [203]
                0.00    0.00       4/5           std::vector<double, std::allocator<double> >::~vector() [157]
-----------------------------------------------
                0.00    0.00       3/3           Board::Parse() [236]
[204]    0.0    0.00    0.00       3         NOT::NOT(std::string) [204]
                0.00    0.00       3/6           Gate::Gate(std::string) [115]
-----------------------------------------------
                0.00    0.00       3/3           Board::Parse() [236]
[205]    0.0    0.00    0.00       3         Gate::setWireOne(Wire*) [205]
-----------------------------------------------
                0.00    0.00       1/3           std::allocator<std::string>::~allocator() [257]
                0.00    0.00       2/3           std::allocator<std::string>::~allocator() [218]
[206]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::string>::~new_allocator() [206]
-----------------------------------------------
                0.00    0.00       1/3           std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [259]
                0.00    0.00       2/3           std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&) [219]
[207]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > > const&) [207]
-----------------------------------------------
                0.00    0.00       1/3           Board::Print() [237]
                0.00    0.00       1/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned int, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [280]
                0.00    0.00       1/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [281]
[208]    0.0    0.00    0.00       3         std::allocator<std::vector<double, std::allocator<double> > >::~allocator() [208]
                0.00    0.00       3/4           __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::~new_allocator() [168]
-----------------------------------------------
                0.00    0.00       2/2           Board::Parse() [236]
[209]    0.0    0.00    0.00       2         OR::OR(std::string) [209]
                0.00    0.00       2/6           Gate::Gate(std::string) [115]
-----------------------------------------------
                                   1             Board::setFile(std::string) [210]
                0.00    0.00       1/2           main [7]
                0.00    0.00       1/2           atexit [5]
[210]    0.0    0.00    0.00       2+1       Board::setFile(std::string) [210]
                                   1             Board::setFile(std::string) [210]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Wire*>::allocator() [215]
[211]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<Wire*>::new_allocator() [211]
-----------------------------------------------
                0.00    0.00       1/2           std::allocator<std::string>::allocator(std::allocator<std::string> const&) [256]
                0.00    0.00       1/2           std::allocator<std::string>::allocator(std::allocator<std::string> const&) [254]
[212]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [212]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::string, std::allocator<std::string> >::begin() const [250]
                0.00    0.00       1/2           std::vector<std::string, std::allocator<std::string> >::end() const [248]
[213]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [213]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string const*, std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [246]
[214]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [214]
-----------------------------------------------
                0.00    0.00       2/2           Board::Board() [238]
[215]    0.0    0.00    0.00       2         std::allocator<Wire*>::allocator() [215]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Wire*>::new_allocator() [211]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Wire*, std::allocator<Wire*> >::_Vector_impl::_Vector_impl(std::allocator<Wire*> const&) [220]
[216]    0.0    0.00    0.00       2         std::allocator<Wire*>::allocator(std::allocator<Wire*> const&) [216]
                0.00    0.00       2/19          __gnu_cxx::new_allocator<Wire*>::new_allocator(__gnu_cxx::new_allocator<Wire*> const&) [54]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Wire*, std::allocator<Wire*> >::_Vector_impl::~_Vector_impl() [221]
[217]    0.0    0.00    0.00       2         std::allocator<Wire*>::~allocator() [217]
                0.00    0.00       2/21          __gnu_cxx::new_allocator<Wire*>::~new_allocator() [52]
-----------------------------------------------
                0.00    0.00       1/2           main [7]
                0.00    0.00       1/2           std::vector<std::string, std::allocator<std::string> >::~vector() [283]
